UID,abn,file_extension,filesize,image_link,index:0,index:1,index:2,index:3,index:4,index:5,index:6,index:7,industry,legal_name,link,linkdown,number_of_emps,reporting_period,state,title,
80007550923:2013-2014,80007550923,PDF, - 139.47 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Santos Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_q4sp74vqdx.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_q4sp74vqdx.pdf,3254,2013-2014,SA,Santos Limited,
80007550923:2014-2015,80007550923,PDF, - 148.52 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Santos Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_pzqhpgftjd.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_pzqhpgftjd.pdf,3414,2014-2015,SA,Santos Limited,
80007550923:2015-2016,80007550923,PDF, - 367.62 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Santos Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_sb5r6u2yqb.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_sb5r6u2yqb.pdf,2747,2015-2016,SA,Santos Limited,
80009132405:2012-2013,80009132405,DOC, - 72 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Grange Resources Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2003-46-00%20617216%20Public%20Version%20-%20130627%20-%20Gender%20Equality%20Public%20Report%202013%20-%20GRR.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2003-46-00%20617216%20Public%20Version%20-%20130627%20-%20Gender%20Equality%20Public%20Report%202013%20-%20GRR.doc,609,2012-2013,Tasmania,Grange Resources Limited,
80009132405:2013-2014,80009132405,PDF, - 129.89 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Grange Resources Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_h0qrgptroi.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_h0qrgptroi.pdf,604,2013-2014,TAS,Grange Resources Limited,
80009132405:2014-2015,80009132405,PDF, - 136.9 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Grange Resources Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ggeaawjtij.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ggeaawjtij.pdf,575,2014-2015,TAS,Grange Resources Limited,
80009132405:2015-2016,80009132405,PDF, - 347.65 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Grange Resources Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ncb4xmwo3k.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ncb4xmwo3k.pdf,509,2015-2016,TAS,Grange Resources Limited,
80144047263:2013-2014,80144047263,PDF, - 125.96 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,DMS Mining Services Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_firbs7lnrp.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_firbs7lnrp.pdf,264,2013-2014,QLD,DMS Mining Services Pty Ltd,
82111859119:2010-2011,82111859119,DOC, - 105 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-06-00%20543093%20Public%20Version%20-%20EOWA%20Public%20Report%20Form%20May%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-06-00%20543093%20Public%20Version%20-%20EOWA%20Public%20Report%20Form%20May%202011.doc,1105,2010-2011,New South Wales,Yancoal Australia Limited,
82111859119:2011-2012,82111859119,DOC, - 151.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-23-00%20562916%20Public%20Version%20-%20EOWA%20Public%20Report%20Form%20May%202012.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-23-00%20562916%20Public%20Version%20-%20EOWA%20Public%20Report%20Form%20May%202012.doc,1501,2011-2012,New South Wales,Yancoal Australia Limited,
82111859119:2012-2013,82111859119,DOC, - 80 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-30%2002-26-00%20616822%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_YAL%20FINAL.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-30%2002-26-00%20616822%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_YAL%20FINAL.doc,1683,2012-2013,New South Wales,Yancoal Australia Limited,
82111859119:2013-2014,82111859119,PDF, - 142.19 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_8d1yvtri5t.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_8d1yvtri5t.pdf,2203,2013-2014,NSW,Yancoal Australia Limited,
82111859119:2014-2015,82111859119,PDF, - 141.3 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_rxfzeypltw.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_rxfzeypltw.pdf,2213,2014-2015,NSW,Yancoal Australia Limited,
82111859119:2015-2016,82111859119,PDF, - 354.24 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9uocc2caul.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9uocc2caul.pdf,1924,2015-2016,NSW,Yancoal Australia Limited,
82131802054:2013-2014,82131802054,PDF, - 113.25 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Lucas Total Contract Solutions (Services) Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_3dooklmue7.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_3dooklmue7.pdf,410,2013-2014,SA,Lucas Total Contract Solutions (Services) Pty Ltd,
82131802054:2014-2015,82131802054,PDF, - 133.4 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Lucas Total Contract Solutions (Services) Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cdfzdm90sm.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cdfzdm90sm.pdf,370,2014-2015,SA,Lucas Total Contract Solutions (Services) Pty Ltd,
82166847249:2015-2016,82166847249,PDF, - 340.7 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Executive Risk Solutions (Global) Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9kmjpgxcqa.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9kmjpgxcqa.pdf,155,2015-2016,WA,Executive Risk Solutions (Global) Pty Ltd,
83000181902:2006-2007,83000181902,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-28-00%20429801%20Public%20Version%20-%20HVEC%20EOWA%20report%202007%20.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-28-00%20429801%20Public%20Version%20-%20HVEC%20EOWA%20report%202007%20.doc,582,2006-2007,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2007-2008,83000181902,DOC, - 151.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-56-00%20457323%20Public%20Version%20-%20HVCoalEOWAReport2008%20-%20FINAL.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-56-00%20457323%20Public%20Version%20-%20HVCoalEOWAReport2008%20-%20FINAL.doc,632,2007-2008,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2008-2009,83000181902,DOC, - 223.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-14-00%20476412%20Public%20Version%20-%20HVEC%20-%20Public%20Report%20Form%20-%201%20April%2008%20-%2031%20March%2009%20-%20names%20removed.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-14-00%20476412%20Public%20Version%20-%20HVEC%20-%20Public%20Report%20Form%20-%201%20April%2008%20-%2031%20March%2009%20-%20names%20removed.doc,721,2008-2009,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2009-2010,83000181902,DOC, - 242.78 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-22-00%20507464%20Public%20Version%20-%20NSW%20EC%202010%20Public_Report_Form%20-%20Final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-22-00%20507464%20Public%20Version%20-%20NSW%20EC%202010%20Public_Report_Form%20-%20Final.doc,839,2009-2010,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2010-2011,83000181902,DOC, - 122.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-00-00%20531990%20Public%20Version%20-%202011%20-%20Public_Report_Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-00-00%20531990%20Public%20Version%20-%202011%20-%20Public_Report_Form.doc,1016,2010-2011,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2011-2012,83000181902,DOCX, - 75.96 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-23-00%20562797%20Public%20Version%20-%20Final%20Public_Report_Form-%20Mt%20Arthur%20Coal%20EOWA%20May%202012.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-23-00%20562797%20Public%20Version%20-%20Final%20Public_Report_Form-%20Mt%20Arthur%20Coal%20EOWA%20May%202012.docx,1475,2011-2012,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2012-2013,83000181902,DOC, - 94.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-30%2002-20-00%20607852%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_Mt%20Arthur%20Coal.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-30%2002-20-00%20607852%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_Mt%20Arthur%20Coal.doc,1636,2012-2013,New South Wales,Mt Arthur Coal Pty Limited,
83000181902:2013-2014,83000181902,PDF, - 122.36 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cmseoyiyky.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cmseoyiyky.pdf,1554,2013-2014,NSW,Mt Arthur Coal Pty Limited,
83000181902:2014-2015,83000181902,PDF, - 139.77 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mt Arthur Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_bo2pddhd0i.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_bo2pddhd0i.pdf,1323,2014-2015,NSW,Mt Arthur Coal Pty Limited,
83010595721:2011-2012,83010595721,DOCX, - 112.52 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-28-00%20562235%20Public%20Version%20-%20EOWA%20Compliance%20Report%20Final%20Draft%20Version%201.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-28-00%20562235%20Public%20Version%20-%20EOWA%20Compliance%20Report%20Final%20Draft%20Version%201.docx,5367,2011-2012,Queensland,BHP Coal Pty Ltd,
83010595721:2012-2013,83010595721,DOC, - 75.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-09%2012-17-00%20611731%20Public%20Version%20-%202013%20BHPBilliton%20Mitsubishi%20Alliance%20Public%20Report%20Form%20for%20WGEA.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-09%2012-17-00%20611731%20Public%20Version%20-%202013%20BHPBilliton%20Mitsubishi%20Alliance%20Public%20Report%20Form%20for%20WGEA.doc,5129,2012-2013,Queensland,BHP Coal Pty Ltd,
83010595721:2013-2014,83010595721,PDF, - 124.67 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_824aapim7v.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_824aapim7v.pdf,5571,2013-2014,QLD,BHP Coal Pty Ltd,
83010595721:2014-2015,83010595721,PDF, - 141.73 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_qrzhjgtzvq.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_qrzhjgtzvq.pdf,62,2014-2015,QLD,BHP Coal Pty Ltd,
83010595721:2015-2016,83010595721,PDF, - 368.05 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BHP Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_gbyyqkwmro.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_gbyyqkwmro.pdf,2183,2015-2016,QLD,BHP Coal Pty Ltd,
83098556159:2012-2013,83098556159,DOC, - 75.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Lycopodium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-06-25%2002-05-00%20605686%20Public%20Version%20-%20Public_Report_Form_2012-2013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-06-25%2002-05-00%20605686%20Public%20Version%20-%20Public_Report_Form_2012-2013.doc,522,2012-2013,Western Australia,Lycopodium Limited,
83098556159:2013-2014,83098556159,PDF, - 130.48 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Lycopodium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_hg2q1iuena.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_hg2q1iuena.pdf,456,2013-2014,WA,Lycopodium Limited,
83098556159:2014-2015,83098556159,PDF, - 138.66 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Lycopodium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ddk75je1ee.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ddk75je1ee.pdf,320,2014-2015,WA,Lycopodium Limited,
83098556159:2015-2016,83098556159,PDF, - 347.63 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Lycopodium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_p36icxsvaf.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_p36icxsvaf.pdf,263,2015-2016,WA,Lycopodium Limited,
83098812492:2012-2013,83098812492,DOCX, - 25.82 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Resource Equipment Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-17%2004-02-00%20625128%20Public%20Version%20-%202012-13%20Diversity%20Report.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-17%2004-02-00%20625128%20Public%20Version%20-%202012-13%20Diversity%20Report.docx,301,2012-2013,Western Australia,Resource Equipment Ltd,
83098812492:2013-2014,83098812492,PDF, - 129 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Resource Equipment Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_hxizbvswka.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_hxizbvswka.pdf,197,2013-2014,WA,Resource Equipment Ltd,
83098812492:2014-2015,83098812492,PDF, - 131.38 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,National Pump And Energy Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ssesf6zypq.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ssesf6zypq.pdf,193,2014-2015,WA,National Pump And Energy Limited,
83098812492:2015-2016,83098812492,PDF, - 342.24 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,National Pump And Energy Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_k09br0mnjo.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_k09br0mnjo.pdf,127,2015-2016,WA,National Pump And Energy Pty Ltd,
84093732597:2015-2016,84093732597,PDF, - 361.91 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,South32 Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_i1uzs0m105.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_i1uzs0m105.pdf,4550,2015-2016,WA,South32 Limited,
85009193695:2012-2013,85009193695,DOC, - 82.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Perilya Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-30%2002-11-00%20608035%20Public%20Version%20-%202012%20-%202013%20Report%20Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-30%2002-11-00%20608035%20Public%20Version%20-%202012%20-%202013%20Report%20Form.doc,492,2012-2013,Western Australia,Perilya Limited,
85009193695:2013-2014,85009193695,PDF, - 125.91 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Perilya Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2lwqwb2qu9.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2lwqwb2qu9.pdf,461,2013-2014,WA,Perilya Limited,
85009193695:2014-2015,85009193695,PDF, - 130.01 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Perilya Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9vppc5qgra.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_9vppc5qgra.pdf,489,2014-2015,WA,Perilya Limited,
86000928816:2006-2007,86000928816,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-35-00%20430187%20Public%20Version%20-%20EOWA%20Report%2007.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-35-00%20430187%20Public%20Version%20-%20EOWA%20Report%2007.doc,205,2006-2007,New South Wales,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,
86000928816:2007-2008,86000928816,DOC, - 123 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-58-00%20460517%20Public%20Version%20-%20EOWA.REPORT.2008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-58-00%20460517%20Public%20Version%20-%20EOWA.REPORT.2008.doc,453,2007-2008,New South Wales,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,
86000928816:2008-2009,86000928816,DOC, - 194 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2005-26-00%20488843%20Public%20Version%20-%202009.EOWA.REPORT.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2005-26-00%20488843%20Public%20Version%20-%202009.EOWA.REPORT.doc,440,2008-2009,New South Wales,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,
86000928816:2009-2010,86000928816,DOC, - 118.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-15-00%20513085%20Public%20Version%20-%20eeo.report.2010.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-15-00%20513085%20Public%20Version%20-%20eeo.report.2010.doc,415,2009-2010,New South Wales,Bureau Veritas Asset Integrity \u0026 Reliability Services Pty Ltd,
86092288376:2006-2007,86092288376,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-56-00%20431121%20Public%20Version%20-%20EOWA%20Report%20May%202007%20v.%201.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-56-00%20431121%20Public%20Version%20-%20EOWA%20Report%20May%202007%20v.%201.doc,421,2006-2007,Western Australia,ConocoPhillips Australia Pty Ltd,
86092288376:2007-2008,86092288376,DOC, - 114 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-20-00%20456222%20Public%20Version%20-%20COP%20EOWA%20Report%20.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-20-00%20456222%20Public%20Version%20-%20COP%20EOWA%20Report%20.doc,434,2007-2008,Western Australia,ConocoPhillips Australia Pty Ltd,
86092288376:2008-2009,86092288376,DOC, - 225.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-29-00%20478876%20Public%20Version%20-%20EEO%202009%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-29-00%20478876%20Public%20Version%20-%20EEO%202009%20Report.doc,461,2008-2009,Western Australia,ConocoPhillips Australia Pty Ltd,
86092288376:2009-2010,86092288376,DOC, - 252.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-16-00%20507002%20Public%20Version%20-%20EEO%202010%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-16-00%20507002%20Public%20Version%20-%20EEO%202010%20Report.doc,488,2009-2010,Western Australia,ConocoPhillips Australia Pty Ltd,
