UID,abn,file_extension,filesize,image_link,index:0,index:1,index:2,index:3,index:4,index:5,index:6,index:7,industry,legal_name,link,linkdown,number_of_emps,reporting_period,state,title,
28009719902:2007-2008,28009719902,DOC, - 876 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Consolidated Rutile Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-51-00%20455299%20Public%20Version%20-%20CRL%20EOWA%20Report%202007-2008final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-51-00%20455299%20Public%20Version%20-%20CRL%20EOWA%20Report%202007-2008final.doc,242,2007-2008,Queensland,Consolidated Rutile Limited,
28009719902:2008-2009,28009719902,DOC, - 337 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Consolidated Rutile Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-48-00%20481009%20Public%20Version%20-%20CRL%20EOWA%20Report%202008-2009_final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-48-00%20481009%20Public%20Version%20-%20CRL%20EOWA%20Report%202008-2009_final.doc,251,2008-2009,Queensland,Consolidated Rutile Limited,
28095466961:2012-2013,28095466961,DOC, - 71.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Boom Logistics Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2011-54-00%20617747%20Public%20Version%20-%20Gender%20Equality%20Report%20May%202013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2011-54-00%20617747%20Public%20Version%20-%20Gender%20Equality%20Report%20May%202013.doc,1087,2012-2013,Victoria,Boom Logistics Ltd,
28095466961:2013-2014,28095466961,PDF, - 133.51 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Boom Logistics Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ckpibhwdl3.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ckpibhwdl3.pdf,885,2013-2014,VIC,Boom Logistics Ltd,
28095466961:2014-2015,28095466961,PDF, - 136.14 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Boom Logistics Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_n8sj0vn5pm.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_n8sj0vn5pm.pdf,794,2014-2015,VIC,Boom Logistics Ltd,
28095466961:2015-2016,28095466961,PDF, - 350.33 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Boom Logistics Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_xkwpc5lkiz.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_xkwpc5lkiz.pdf,704,2015-2016,VIC,Boom Logistics Ltd,
28111244896:2012-2013,28111244896,DOC, - 74 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Gujarat NRE Coking Coal Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-16%2009-52-00%20623856%20Public%20Version%20-%20Gujarat%20NRE%20Coking%20Coal.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-16%2009-52-00%20623856%20Public%20Version%20-%20Gujarat%20NRE%20Coking%20Coal.doc,278,2012-2013,New South Wales,Gujarat NRE Coking Coal Limited,
28111244896:2013-2014,28111244896,PDF, - 126.58 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Wollongong Coal Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_jiksmtw2r8.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_jiksmtw2r8.pdf,232,2013-2014,NSW,Wollongong Coal Limited,
28111244896:2014-2015,28111244896,PDF, - 131.19 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Wollongong Coal Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_vzkidqaglr.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_vzkidqaglr.pdf,227,2014-2015,NSW,Wollongong Coal Limited,
29086197757:2011-2012,29086197757,DOCX, - 97.1 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Chevron Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-29-00%20563489%20Public%20Version%20-%20Chevron%20Australia%20Pty%20Ltd%20-%202012%20EOWA%20Compliance%20Report.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-29-00%20563489%20Public%20Version%20-%20Chevron%20Australia%20Pty%20Ltd%20-%202012%20EOWA%20Compliance%20Report.docx,1676,2011-2012,Western Australia,Chevron Australia Pty Ltd,
29086197757:2012-2013,29086197757,DOC, - 81 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Chevron Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-31%2012-52-00%20609041%20Public%20Version%20-%20Chevron%20Australia%20Pty%20Ltd%202013%20WGE%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-31%2012-52-00%20609041%20Public%20Version%20-%20Chevron%20Australia%20Pty%20Ltd%202013%20WGE%20Report.doc,2160,2012-2013,Western Australia,Chevron Australia Pty Ltd,
